ts, default broker, SPOT, COLDPower18, AgentUDE, Bunnie, total
781, 6913, 70, 0, 2084, 48452, 57519
787, 6952, 86, 0, 3453, 47028, 57519
793, 6902, 89, 0, 4014, 46514, 57519
799, 6812, 89, 0, 4150, 46468, 57519
805, 6846, 92, 0, 4896, 45685, 57519
811, 6852, 93, 0, 5523, 45051, 57519
817, 6859, 94, 0, 6409, 44157, 57519
823, 6838, 95, 0, 401, 50185, 57519
829, 6771, 96, 0, 63, 50589, 57519
835, 6748, 93, 0, 57, 50621, 57519
841, 6792, 92, 0, 207, 50428, 57519
847, 6862, 92, 0, 218, 50347, 57519
853, 6855, 93, 0, 368, 50203, 57519
859, 6809, 93, 0, 367, 50250, 57519
865, 6782, 94, 0, 412, 50231, 57519
871, 6818, 93, 0, 336, 50272, 57519
877, 6715, 93, 0, 557, 50154, 57519
883, 6681, 92, 0, 1206, 49540, 57519
889, 6799, 91, 0, 1136, 49493, 57519
895, 6855, 93, 0, 1160, 49411, 57519
901, 6876, 93, 0, 1420, 49130, 57519
907, 6866, 96, 0, 24, 50533, 57519
913, 6914, 95, 0, 31, 50479, 57519
919, 6914, 95, 0, 34, 50476, 57519
925, 6913, 93, 0, 47, 50466, 57519
931, 6936, 93, 0, 48, 50442, 57519
937, 6916, 94, 0, 43, 50466, 57519
943, 6895, 94, 0, 55, 50475, 57519
949, 6960, 94, 0, 28, 50437, 57519
955, 6869, 96, 0, 42, 50512, 57519
961, 6767, 95, 0, 142, 50515, 57519
967, 6772, 96, 0, 142, 50509, 57519
973, 6646, 96, 0, 143, 50634, 57519
979, 6631, 97, 0, 297, 50494, 57519
985, 6638, 94, 0, 403, 50384, 57519
991, 6709, 92, 0, 41, 50677, 57519
997, 6826, 93, 0, 44, 50556, 57519
1003, 6827, 92, 0, 55, 50545, 57519
1009, 6862, 91, 0, 56, 50510, 57519
1015, 6932, 91, 0, 51, 50445, 57519
1021, 6939, 241, 0, 69, 50270, 57519
1027, 6935, 241, 0, 67, 50276, 57519
1033, 6966, 243, 0, 40, 50270, 57519
1039, 6932, 243, 0, 40, 50304, 57519
1045, 6871, 242, 0, 43, 50363, 57519
1051, 6898, 243, 0, 44, 50334, 57519
1057, 6756, 244, 0, 43, 50476, 57519
1063, 6817, 185, 0, 40, 50477, 57519
1069, 6829, 125, 0, 36, 50529, 57519
1075, 6859, 124, 0, 176, 50360, 57519
1081, 6888, 124, 0, 330, 50177, 57519
1087, 6901, 93, 0, 275, 50250, 57519
1093, 6832, 93, 0, 492, 50102, 57519
1099, 6839, 93, 0, 796, 49791, 57519
1105, 6796, 193, 0, 794, 49736, 57519
1111, 6838, 193, 0, 533, 49955, 57519
1117, 6720, 196, 0, 25, 50578, 57519
1123, 6698, 176, 0, 36, 50609, 57519
1129, 6680, 175, 0, 38, 50626, 57519
1135, 6667, 154, 0, 49, 50649, 57519
1141, 6878, 134, 0, 201, 50306, 57519
1147, 6907, 134, 0, 204, 50274, 57519
1153, 6867, 134, 0, 203, 50315, 57519
1159, 6864, 134, 0, 16, 50505, 57519
1165, 6881, 138, 0, 164, 50336, 57519
1171, 6869, 115, 0, 138, 50397, 57519
1177, 6872, 114, 0, 138, 50395, 57519
1183, 6847, 93, 0, 138, 50441, 57519
1189, 6873, 94, 0, 111, 50441, 57519
1195, 6818, 94, 0, 82, 50525, 57519
1201, 6826, 103, 0, 169, 50421, 57519
1207, 6796, 93, 0, 447, 50183, 57519
1213, 6792, 94, 0, 594, 50039, 57519
1219, 6760, 95, 0, 595, 50069, 57519
1225, 6737, 92, 0, 746, 49944, 57519
1231, 6710, 92, 0, 744, 49973, 57519
1237, 6840, 93, 0, 751, 49835, 57519
1243, 6843, 94, 0, 174, 50408, 57519
1249, 6828, 96, 0, 163, 50432, 57519
1255, 6889, 96, 0, 171, 50363, 57519
1261, 6901, 96, 0, 181, 50341, 57519
1267, 6874, 96, 0, 345, 50204, 57519
1273, 6858, 95, 0, 353, 50213, 57519
1279, 6784, 96, 0, 478, 50161, 57519
1285, 6766, 95, 0, 26, 50632, 57519
1291, 6830, 95, 0, 16, 50578, 57519
1297, 6834, 93, 0, 20, 50572, 57519
1303, 6813, 94, 0, 116, 50496, 57519
1309, 6631, 93, 0, 132, 50663, 57519
1315, 6496, 93, 0, 133, 50797, 57519
1321, 6672, 92, 0, 214, 50541, 57519
1327, 6706, 93, 0, 172, 50548, 57519
1333, 6774, 93, 0, 317, 50335, 57519
1339, 6814, 91, 0, 333, 50281, 57519
1345, 6824, 94, 0, 630, 49971, 57519
1351, 6824, 93, 0, 625, 49977, 57519
1357, 6852, 92, 0, 628, 49947, 57519
1363, 6845, 92, 0, 769, 49813, 57519
1369, 6841, 94, 0, 107, 50477, 57519
1375, 6892, 94, 0, 15, 50518, 57519
1381, 6897, 96, 0, 114, 50412, 57519
1387, 6817, 94, 0, 270, 50338, 57519
1393, 6850, 94, 0, 274, 50301, 57519
1399, 6826, 94, 0, 271, 50328, 57519
1405, 6880, 95, 0, 272, 50272, 57519
1411, 6889, 97, 0, 314, 50219, 57519
1417, 6859, 97, 0, 744, 49819, 57519
1423, 6872, 96, 0, 791, 49760, 57519
1429, 6900, 95, 0, 724, 49800, 57519
1435, 6894, 94, 0, 648, 49883, 57519
1441, 6903, 96, 0, 745, 49775, 57519
1447, 6866, 94, 0, 594, 49965, 57519
1453, 6672, 94, 0, 200, 50553, 57519
1459, 6741, 93, 0, 444, 50241, 57519
1465, 6768, 94, 0, 745, 49912, 57519
1471, 6757, 94, 0, 843, 49825, 57519
1477, 6738, 93, 0, 821, 49867, 57519
1483, 6646, 93, 0, 1132, 49648, 57519
1489, 6718, 93, 0, 1575, 49133, 57519
1495, 6736, 95, 0, 252, 50436, 57519
1501, 6799, 97, 0, 381, 50242, 57519
1507, 6863, 96, 0, 827, 49733, 57519
1513, 6879, 92, 0, 837, 49711, 57519
1519, 6800, 91, 0, 984, 49644, 57519
1525, 6879, 90, 0, 1275, 49275, 57519
1531, 6919, 90, 0, 1562, 48948, 57519
1537, 6923, 91, 0, 1547, 48958, 57519
1543, 6838, 92, 0, 2018, 48571, 57519
1549, 6832, 92, 0, 2195, 48400, 57519
1555, 6861, 93, 0, 1996, 48569, 57519
1561, 6895, 93, 0, 1869, 48662, 57519
1567, 6923, 92, 0, 1927, 48577, 57519
1573, 6883, 93, 0, 2023, 48520, 57519
1579, 6861, 95, 0, 302, 50261, 57519
1585, 6814, 96, 0, 966, 49643, 57519
1591, 6877, 95, 0, 974, 49573, 57519
1597, 6882, 96, 0, 986, 49555, 57519
1603, 6940, 96, 0, 1288, 49195, 57519
1609, 6895, 93, 0, 1876, 48655, 57519
1615, 6870, 92, 0, 2156, 48401, 57519
1621, 6848, 91, 0, 246, 50334, 57519
1627, 6845, 92, 0, 392, 50190, 57519
1633, 6825, 92, 0, 545, 50057, 57519
1639, 6864, 92, 0, 854, 49709, 57519
1645, 6821, 93, 0, 874, 49731, 57519
1651, 6766, 91, 0, 1142, 49520, 57519
1657, 6754, 90, 0, 1282, 49393, 57519
1663, 6875, 90, 0, 311, 50243, 57519
1669, 6937, 90, 0, 457, 50035, 57519
1675, 6924, 93, 0, 891, 49611, 57519
