ts, default broker, SPOT, COLDPower18, AgentUDE, Bunnie, total
619, 6881, 243, 0, 175, 50209, 57508
625, 6908, 96, 0, 176, 50328, 57508
631, 6868, 92, 0, 182, 50366, 57508
637, 6567, 93, 0, 187, 50661, 57508
643, 6678, 90, 0, 338, 50402, 57508
649, 6716, 92, 0, 339, 50361, 57508
655, 6746, 94, 0, 375, 50293, 57508
661, 6856, 91, 0, 321, 50240, 57508
667, 6864, 93, 0, 431, 50120, 57508
673, 6873, 93, 0, 601, 49941, 57508
679, 6915, 91, 0, 475, 50027, 57508
685, 6800, 91, 0, 622, 49995, 57508
691, 6746, 91, 0, 565, 50106, 57508
697, 6722, 93, 0, 18, 50675, 57508
703, 6768, 94, 0, 15, 50631, 57508
709, 6812, 94, 0, 13, 50589, 57508
715, 6822, 92, 0, 20, 50574, 57508
721, 6886, 94, 0, 16, 50512, 57508
727, 6873, 91, 0, 15, 50529, 57508
733, 6905, 92, 0, 23, 50488, 57508
739, 6896, 91, 0, 207, 50314, 57508
745, 6861, 93, 0, 965, 49589, 57508
751, 6840, 93, 0, 772, 49803, 57508
757, 6889, 93, 0, 1225, 49301, 57508
763, 6840, 93, 0, 985, 49590, 57508
769, 6845, 93, 0, 1166, 49404, 57508
775, 6822, 92, 0, 1555, 49039, 57508
781, 6870, 91, 0, 232, 50315, 57508
787, 6887, 91, 0, 109, 50421, 57508
793, 6897, 90, 0, 227, 50294, 57508
799, 6871, 90, 0, 148, 50399, 57508
805, 6915, 90, 0, 104, 50399, 57508
811, 6942, 93, 0, 209, 50264, 57508
817, 6912, 92, 0, 267, 50237, 57508
823, 6942, 92, 0, 32, 50442, 57508
829, 6940, 92, 0, 39, 50437, 57508
835, 6884, 92, 0, 38, 50494, 57508
841, 6835, 91, 0, 43, 50539, 57508
847, 6856, 91, 0, 44, 50517, 57508
853, 6520, 91, 0, 50, 50847, 57508
859, 6582, 90, 0, 50, 50786, 57508
865, 6756, 91, 0, 18, 50643, 57508
871, 6746, 91, 0, 15, 50656, 57508
877, 6764, 92, 0, 12, 50640, 57508
883, 6632, 93, 0, 9, 50774, 57508
889, 6653, 90, 0, 312, 50453, 57508
895, 6762, 91, 0, 256, 50399, 57508
901, 6849, 90, 0, 255, 50314, 57508
907, 6876, 93, 0, 216, 50323, 57508
913, 6859, 90, 0, 134, 50425, 57508
919, 6852, 91, 0, 133, 50432, 57508
925, 6738, 91, 0, 90, 50589, 57508
931, 6750, 91, 0, 47, 50620, 57508
937, 6857, 91, 0, 45, 50515, 57508
943, 6920, 92, 0, 31, 50465, 57508
949, 6906, 95, 0, 42, 50465, 57508
955, 6900, 94, 0, 324, 50190, 57508
961, 6935, 91, 0, 226, 50256, 57508
967, 6897, 92, 0, 123, 50396, 57508
973, 6886, 93, 0, 111, 50418, 57508
979, 6852, 95, 0, 43, 50518, 57508
985, 6871, 92, 0, 61, 50484, 57508
991, 6926, 91, 0, 50, 50441, 57508
997, 6889, 91, 0, 25, 50503, 57508
1003, 6861, 91, 0, 22, 50534, 57508
1009, 6760, 90, 0, 493, 50165, 57508
1015, 6804, 92, 0, 363, 50249, 57508
1021, 6778, 91, 0, 236, 50403, 57508
1027, 6876, 92, 0, 217, 50323, 57508
1033, 6859, 92, 0, 32, 50525, 57508
1039, 6870, 91, 0, 183, 50364, 57508
1045, 6913, 91, 0, 181, 50323, 57508
1051, 6963, 92, 0, 184, 50269, 57508
1057, 6962, 92, 0, 185, 50269, 57508
1063, 6967, 94, 0, 187, 50260, 57508
1069, 6866, 92, 0, 191, 50359, 57508
1075, 6808, 94, 0, 152, 50454, 57508
1081, 6860, 121, 0, 418, 50109, 57508
1087, 6791, 121, 0, 333, 50263, 57508
1093, 6807, 122, 0, 613, 49966, 57508
1099, 6801, 124, 0, 349, 50234, 57508
1105, 6840, 124, 0, 665, 49879, 57508
1111, 6690, 125, 0, 467, 50226, 57508
1117, 6409, 122, 0, 141, 50836, 57508
1123, 6579, 91, 0, 68, 50770, 57508
1129, 6706, 90, 0, 63, 50649, 57508
1135, 6834, 90, 0, 69, 50515, 57508
1141, 6862, 91, 0, 223, 50332, 57508
1147, 6862, 91, 0, 224, 50331, 57508
1153, 6800, 92, 0, 493, 50123, 57508
1159, 6830, 92, 0, 42, 50544, 57508
1165, 6873, 90, 0, 34, 50511, 57508
1171, 6951, 92, 0, 30, 50435, 57508
1177, 6871, 91, 0, 31, 50515, 57508
1183, 6796, 90, 0, 29, 50593, 57508
1189, 6390, 90, 0, 26, 51002, 57508
1195, 6359, 91, 0, 26, 51032, 57508
1201, 6575, 94, 0, 666, 50173, 57508
1207, 6685, 92, 0, 910, 49821, 57508
1213, 6747, 91, 0, 865, 49805, 57508
1219, 6729, 91, 0, 597, 50091, 57508
1225, 6815, 91, 0, 522, 50080, 57508
1231, 6844, 91, 0, 501, 50072, 57508
1237, 6736, 90, 0, 645, 50037, 57508
1243, 6778, 90, 0, 44, 50596, 57508
1249, 6772, 92, 0, 135, 50509, 57508
1255, 6754, 91, 0, 131, 50532, 57508
1261, 6634, 92, 0, 281, 50501, 57508
1267, 6684, 90, 0, 241, 50493, 57508
1273, 6704, 90, 0, 355, 50359, 57508
1279, 6743, 90, 0, 325, 50350, 57508
1285, 6699, 94, 0, 353, 50362, 57508
1291, 6743, 91, 0, 695, 49979, 57508
1297, 6777, 91, 0, 1206, 49434, 57508
1303, 6848, 90, 0, 987, 49583, 57508
1309, 6884, 90, 0, 1268, 49266, 57508
1315, 6814, 92, 0, 1034, 49568, 57508
1321, 6858, 92, 0, 798, 49760, 57508
1327, 6945, 91, 0, 196, 50276, 57508
1333, 6925, 90, 0, 134, 50359, 57508
1339, 6879, 90, 0, 127, 50412, 57508
1345, 6843, 90, 0, 101, 50474, 57508
1351, 6901, 91, 0, 97, 50419, 57508
1357, 6771, 90, 0, 398, 50249, 57508
1363, 6707, 90, 0, 298, 50413, 57508
1369, 6687, 91, 0, 76, 50654, 57508
1375, 6692, 92, 0, 23, 50701, 57508
1381, 6769, 92, 0, 12, 50635, 57508
1387, 6796, 93, 0, 162, 50457, 57508
1393, 6873, 92, 0, 166, 50377, 57508
1399, 6894, 91, 0, 168, 50355, 57508
1405, 6850, 91, 0, 169, 50398, 57508
1411, 6814, 92, 0, 168, 50434, 57508
1417, 6810, 91, 0, 142, 50465, 57508
1423, 6791, 92, 0, 90, 50535, 57508
1429, 6735, 91, 0, 94, 50588, 57508
1435, 6742, 91, 0, 95, 50580, 57508
1441, 6870, 90, 0, 102, 50446, 57508
1447, 6801, 91, 0, 75, 50541, 57508
1453, 6842, 90, 0, 506, 50070, 57508
1459, 6671, 90, 0, 825, 49922, 57508
1465, 6745, 91, 0, 1025, 49647, 57508
1471, 6708, 91, 0, 985, 49724, 57508
1477, 6750, 92, 0, 773, 49893, 57508
1483, 6727, 91, 0, 942, 49748, 57508
1489, 6830, 92, 0, 827, 49759, 57508
1495, 6852, 94, 0, 82, 50480, 57508
1501, 6875, 90, 0, 14, 50529, 57508
1507, 6829, 91, 0, 13, 50575, 57508
1513, 6805, 92, 0, 17, 50594, 57508
1519, 6843, 94, 0, 163, 50408, 57508
1525, 6783, 93, 0, 43, 50589, 57508
1531, 6812, 91, 0, 194, 50411, 57508
1537, 6822, 91, 0, 13, 50582, 57508
1543, 6833, 91, 0, 16, 50568, 57508
1549, 6812, 91, 0, 22, 50583, 57508
1555, 6848, 90, 0, 22, 50548, 57508
1561, 6848, 92, 0, 23, 50545, 57508
1567, 6884, 91, 0, 24, 50509, 57508
1573, 6863, 90, 0, 24, 50531, 57508
1579, 6886, 90, 0, 8, 50524, 57508
1585, 6825, 91, 0, 10, 50582, 57508
1591, 6830, 90, 0, 13, 50575, 57508
1597, 6851, 102, 0, 10, 50545, 57508
1603, 6858, 101, 0, 11, 50538, 57508
1609, 6873, 90, 0, 11, 50534, 57508
1615, 6909, 91, 0, 11, 50497, 57508
1621, 6910, 92, 0, 23, 50483, 57508
1627, 6931, 91, 0, 327, 50159, 57508
1633, 6937, 93, 0, 340, 50138, 57508
1639, 6964, 92, 0, 331, 50121, 57508
1645, 6963, 90, 0, 477, 49978, 57508
1651, 6963, 91, 0, 479, 49975, 57508
1657, 6985, 92, 0, 481, 49950, 57508
1663, 6953, 92, 0, 14, 50449, 57508
1669, 6843, 94, 0, 13, 50558, 57508
1675, 6892, 90, 0, 17, 50509, 57508
1681, 6921, 91, 0, 16, 50480, 57508
1687, 6900, 90, 0, 19, 50499, 57508
1693, 6875, 91, 0, 17, 50525, 57508
